x,y,token
-35.97677,1.8189882,supplied
-28.752422,23.711214,excellent
25.029049,9.987416,woman
-27.8216,-38.016758,as
-24.8382,31.29696,governess
-32.74159,-33.509186,who
21.854317,-3.5392797,fallen
-42.363354,1.0133512,short
-41.68736,28.539507,affection
70.498344,3.0917218,sixteen
-25.104687,31.536963,miss_taylor
-58.952965,21.65488,mr_woodhouse
-4.651252,35.731693,family
-3.1444247,8.701093,less
-24.480274,31.29404,friend
-26.22361,26.981695,fond
-7.7566986,2.3577735,both
-28.882324,-39.45152,but
-30.177935,30.025473,particularly
32.28059,2.558059,between
-29.965153,-39.086853,it
-45.939423,27.336897,intimacy
-3.255298,36.73809,sisters
-25.031317,-31.531406,even
-25.062548,-29.569452,before
0.22900274,22.77947,ceased
-8.36481,-38.307915,hold
-7.5084004,18.00956,office
-44.916805,-6.0307994,mildness
-36.60373,23.155737,temper
-39.180847,9.155869,hardly
-41.50213,40.073296,allowed
-15.608696,20.48062,impose
-12.231241,35.76225,any
-34.295403,31.386879,restraint
26.718761,-17.632696,shadow
-6.7819886,27.881617,authority
-34.963943,-0.5574507,being
-26.461878,-33.757805,now
-11.397899,-23.028559,passed
-14.651227,-60.252644,away
-27.734364,-35.137707,they
-5.7290163,7.295329,living
21.624899,2.358933,together
-24.727013,11.71405,attached
-18.60599,34.78341,doing
-28.138262,-24.189585,just
-29.321629,-38.8502,what
-39.257824,38.008797,liked
-27.918173,22.949162,highly
16.044857,38.671486,judgment
-45.29854,-18.93066,directed
-35.176804,9.932402,chiefly
9.294507,27.903759,own
-24.163383,8.765667,real
-42.34298,15.861735,evils
-23.152828,27.060574,indeed
-33.68667,25.840462,situation
-24.914322,-36.002018,were
18.482145,22.629625,power
-35.01259,-0.46371928,having
-35.78727,-30.4868,rather
-24.01485,24.897667,much
-25.510908,-24.342916,way
-20.438961,36.13856,think
-22.009237,31.523205,well
-55.028076,-24.72109,herself
-11.623741,-1.0234829,these
-29.240694,-39.77183,which
-44.40956,6.3911934,threatened
-9.66429,0.6753921,many
-28.200243,12.88042,enjoyments
-38.012325,32.64799,danger
-42.029686,3.1551867,however
-28.096914,-40.798504,at
-12.797023,8.50133,present
-27.869665,-38.027756,so
-29.162584,-39.308563,that
-10.092543,37.487637,did
-29.036844,-39.093597,not
-18.672499,10.716969,means
-18.083664,3.6632483,rank
8.133197,19.603613,sorrow
-12.869167,-55.592495,came
-23.434893,-31.0717,--
11.100068,5.5408616,gentle
-29.866083,-41.93301,all
-2.6821702,-15.11412,shape
-29.65876,34.33725,disagreeable
-49.465637,24.093523,consciousness
-33.826435,35.997974,.--
-24.34882,44.49333,married
-39.490444,33.149883,loss
-26.672394,-23.146114,first
37.786514,17.127111,brought
8.09832,19.75096,grief
-28.255167,-44.60434,on
-48.353416,7.021528,wedding
-45.231064,-12.456394,day
-30.166342,-39.927155,this
-0.9753494,34.26742,beloved
-14.483873,-44.690964,sat
12.987687,-18.23087,mournful
-33.840374,-6.6543155,thought
-44.678577,25.958002,continuance
-4.913344,-46.636,over
24.638077,11.264505,bride
33.05423,22.650202,people
23.63622,6.572948,gone
-11.682746,-30.318138,left
-57.96435,7.291884,dine
-12.12033,35.7295,no
-37.678307,14.555984,prospect
69.47336,12.923098,third
-7.5976343,22.424076,cheer
-46.01897,-11.672993,evening
-47.092663,-2.6160972,composed
-29.139656,-35.776947,himself
10.707904,15.694568,sleep
-26.119133,-29.557526,after
-55.438137,-15.652328,dinner
-53.357456,0.8270236,usual
-26.993944,-39.21426,then
-24.6556,-32.134243,only
-10.498633,44.344944,sit
-12.34989,14.049197,lost
-46.119267,31.076393,event
-24.081718,-33.164974,every
-13.532314,49.01463,promise
-41.794235,27.717602,happiness
-58.85141,21.607946,mr_weston
-30.794598,-30.633791,man
-35.863235,23.033222,character
-27.42051,26.000198,easy
-35.520683,17.25221,fortune
-32.677757,13.609475,suitable
0.14238243,9.7100315,age
-22.206842,18.62531,pleasant
-35.245453,23.474752,manners
-28.967546,-22.274078,there
-49.99386,24.322426,satisfaction
-24.762651,11.712128,considering
-42.846596,27.49274,self
-37.65579,31.073196,denying
-37.40401,26.919184,generous
-40.159554,28.711555,friendship
-33.41903,-7.181971,always
-39.79531,37.927307,wished
-7.5830746,21.36245,promoted
-29.598907,27.439405,match
20.651834,-50.36187,black
-45.99436,-11.688275,morning
-1.6977248,18.401064,work
-22.735064,36.86872,want
-9.595277,38.008564,would
-30.59774,-13.911964,be
-34.002934,-6.342138,felt
-37.48847,-4.9923882,hour
-37.85655,5.4882827,recalled
-6.2470436,3.859116,past
-46.054295,29.004309,kindness
-27.810055,-37.87069,how
36.832096,26.20449,taught
-2.5915504,25.425268,played
70.74568,1.453147,five
-28.648731,-29.354338,old
-9.153077,22.12946,devoted
-1.8439877,8.19725,powers
-34.35131,30.282743,attach
-26.173607,29.080307,amuse
-5.987647,19.582672,health
9.800353,-30.748785,through
-9.498571,-9.060748,various
1.0207464,9.285389,childhood
-16.264719,-19.260275,large
-32.88933,16.271515,debt
-48.55355,25.233198,gratitude
-28.1642,5.7847595,owing
-30.927818,-19.607265,here
-37.34306,16.477976,intercourse
-26.670296,-23.198996,last
70.35381,0.91035646,seven
-30.343204,21.35476,equal
-36.825996,14.096527,footing
4.0275984,31.347898,perfect
-38.153255,24.007349,unreserve
-48.53555,8.445916,soon
19.146938,6.2472196,followed
-56.37352,14.593667,isabella
7.285633,-24.93823,their
4.6687465,-32.1739,each
-13.731772,-27.603493,other
-1.3374714,16.665813,yet
-27.264349,46.249294,dearer
-51.88827,20.895224,recollection
-41.468452,22.881104,companion
-18.767172,1.2484397,such
-9.865184,0.84178567,few
49.37358,9.71349,possessed
-26.437088,22.159771,intelligent
-40.01621,7.0092697,informed
-30.824535,30.099272,useful
-9.666621,27.860605,knowing
23.196714,49.933792,ways
-34.48512,25.214233,interested
16.712458,-51.60883,its
-39.449936,18.659533,concerns
-38.54617,21.09235,peculiarly
-30.572538,37.341217,pleasure
-41.181355,14.407666,scheme
-36.008427,33.95119,hers
46.76679,27.756657,whom
-9.805088,37.75624,could
12.279019,47.545853,speak
46.992012,10.689847,arose
-27.930113,-15.559198,never
-14.440733,42.950115,find
-18.010424,39.299114,fault
25.755232,22.637712,bear
-17.781857,22.079134,change
-34.513657,-13.625724,?--
-7.642472,53.856163,true
-47.42555,-15.356055,going
-27.039593,-49.76932,half
-11.892838,-21.223543,mile
-28.083263,-35.307686,them
-29.561901,32.963505,aware
-26.415297,-31.674955,great
-9.093908,38.791824,must
-21.418139,14.989244,difference
-58.994728,21.948055,mrs_weston
-37.73748,19.271631,advantages
-28.075127,20.961256,natural
-37.69824,19.135445,domestic
-44.47177,26.234163,suffering
-19.86538,6.3669734,intellectual
-30.388987,6.512157,solitude
-0.8968338,34.188805,dearly
-1.273721,33.74497,loved
-28.966745,-35.78045,he
5.8361025,44.410595,meet
-49.97573,18.114859,conversation
-36.209133,24.194025,rational
17.198393,34.84668,evil
-28.666784,9.580113,actual
-18.237646,38.024826,disparity
3.0518467,2.1070354,ages
-7.110047,35.743538,increased
-31.20925,19.950338,constitution
-37.557827,18.452377,habits
10.730324,26.504736,life
-12.083008,21.18657,without
-35.424183,9.8531275,activity
-32.446888,29.665512,mind
4.491203,19.524672,body
-29.726746,21.947048,older
-1.3417705,16.681425,though
-8.3285,-5.4866514,everywhere
-33.616024,13.3140335,friendliness
11.0635195,22.756401,heart
-28.915928,23.557322,amiable
53.948345,-19.283619,talents
-46.730934,17.357487,recommended
-28.536566,-35.5209,him
-28.14895,-23.662827,time
-8.780105,-15.409323,comparatively
50.15394,7.1658792,removed
-19.135937,37.967625,matrimony
-53.15677,9.010918,settled
-11.559693,-21.175512,london
-12.111778,-21.203321,miles
-14.640257,-60.219944,off
-6.1939354,-9.416468,beyond
-8.293549,20.027443,daily
-0.5920525,-21.024185,reach
-36.64001,-4.2764955,october
-36.524113,-4.2639,november
-18.894485,-36.391426,struggled
-57.477615,8.9047365,hartfield
-45.863693,-13.415011,christmas
-45.08418,-14.236539,next
-52.230415,12.280691,visit
53.95166,34.60535,husband
24.133121,18.533175,children
13.980083,1.2751408,fill
3.4679165,39.956123,give
-31.333725,15.445976,society
-14.515312,-58.63615,again
-57.858253,9.061861,highbury
19.087294,-24.668968,populous
-14.041405,-12.072447,village
-23.824339,-35.77452,almost
-14.226593,-12.412755,town
-41.334404,16.467304,spite
-12.425889,7.2550035,separate
4.3243585,-57.83033,lawn
47.634224,27.762608,name
-34.04154,-8.015862,really
-22.812885,42.79219,belong
-38.459496,15.657122,afforded
-6.328566,11.619779,equals
-32.946518,-45.97375,looked
-13.549366,-58.69359,up
-51.223965,28.58772,acquaintance
-27.266584,17.498222,universally
-29.32842,30.002369,civil
41.215904,8.259842,among
-8.290103,23.37738,accepted
-46.999386,-2.037799,melancholy
-51.895206,-22.598398,sigh
-25.59456,37.147606,wish
-32.076527,35.210884,impossible
-13.602892,5.624535,things
18.796175,3.1748283,till
20.643602,7.1512213,awoke
-25.087055,-31.500994,made
-32.07766,33.592297,necessary
-54.0882,27.728918,cheerful
-43.317883,23.132881,spirits
-46.355797,16.376654,required
-46.829865,22.125921,support
-42.109077,21.93796,nervous
-23.466082,23.628056,easily
-26.72183,7.62791,depressed
-30.720278,-8.023718,used
-16.944511,-4.9241805,part
-19.760983,12.230345,kind
-7.060693,11.146759,origin
-38.813828,41.65224,reconciled
54.1893,34.85166,daughter
-40.372795,34.08233,marrying
7.115075,30.057207,nor
-9.179886,14.854766,ever
-48.404865,33.047375,compassion
-42.173424,13.215857,entirely
-26.434183,-33.676987,when
-41.426643,41.858685,obliged
-41.435566,26.217459,selfishness
-38.97034,41.733727,able
-20.917946,36.564808,suppose
-16.369741,31.071472,feel
-27.922836,34.505634,differently
-31.096836,29.867472,disposed
4.7405357,28.058546,done
6.2057266,-5.2730675,sad
-19.455248,14.6167,thing
-24.115398,26.323784,great_deal
-27.580584,45.947964,happier
-28.678122,-39.11616,if
-57.267776,4.5105257,spent
-0.123565644,14.711308,rest
-49.79427,-4.0893846,smiled
-27.566307,38.971558,cheerfully
9.793567,35.600315,keep
6.5249457,19.600233,thoughts
-55.438892,-15.662008,tea
-17.703169,35.172062,say
-22.09937,10.815458,exactly
-45.78817,-33.54707,said
-22.145613,32.789032,poor
-34.691044,-12.154309,!--
-41.35218,32.277134,pity
-29.080202,-13.770133,is
-34.739136,-12.167645,"!"""
-8.896589,39.727394,cannot
-23.049576,39.02635,agree
-31.536755,-17.742153,you
-42.418415,-12.151692,papa
-20.257132,36.070618,know
-24.001078,27.686255,good
-27.421255,23.531456,humoured
-42.032776,34.430546,thoroughly
-22.386333,34.508636,deserves
53.980793,34.470974,wife
-34.450294,35.90209,;--
5.7737093,34.634914,live
0.5870795,19.395103,us
-31.255821,-16.848396,my
-57.71961,-3.7548864,odd
-9.443041,38.211594,might
-34.687298,-13.614413,"?"""
-13.713764,-20.676626,where
-49.121304,28.42722,advantage
45.164448,-36.219193,three
-18.441732,-4.4796305,times
-42.275723,-12.268046,dear
-37.987835,-13.504399,"."""
-32.34794,-6.713312,often
-30.51449,-18.042788,we
-8.643851,39.308334,shall
-28.012691,-18.96197,see
-47.412724,-15.351642,coming
-53.57188,3.4033227,meeting
-18.573261,31.600374,begin
-29.116806,-17.795763,go
-15.823963,34.471684,pay
-40.55085,-10.676404,am
-29.125324,-17.699493,get
3.6020312,-25.329365,far
-57.467,8.913142,randalls
3.4184,-25.770393,distance
9.759544,35.738533,walk
-14.185298,35.782337,nobody
-31.29681,-16.919716,your
-13.87266,-22.942041,walking
-52.09773,4.522155,carriage
-22.821484,31.303568,sure
52.339695,29.14975,james
-8.68848,39.441086,will
-2.8849864,-35.299877,like
-26.340412,-46.5566,put
23.15862,0.5358038,horses
-24.914062,-36.050163,are
-14.384655,-29.070835,while
-51.816036,12.561915,paying
0.6026048,19.341608,our
-9.638875,-41.50314,into
-33.11621,-26.07514,stable
-40.867313,4.271499,already
-49.411903,-0.35384995,talked
4.007963,-14.829117,night
-8.874555,39.184643,may
-11.397484,32.772804,because
-21.362438,15.249718,doubt
-13.922977,19.179482,whether
3.3524258,39.874573,take
-25.082987,-1.8019596,anywhere
-13.23738,36.219044,else
-41.55544,-42.466072,got
54.350784,23.638796,hannah
-40.56523,7.0460978,mentioned
-26.408592,33.553757,glad
-23.890425,29.467093,lucky
-37.84646,33.930286,slighted
-28.236885,-44.644836,upon
-40.877087,9.771847,account
-10.90164,43.725426,make
49.798714,31.311502,servant
-33.442146,-10.272127,pretty
41.366848,29.247784,spoken
-45.11193,-24.17837,girl
-38.81796,27.545849,opinion
-50.98584,3.6987908,whenever
-18.361025,29.33123,asks
-28.481804,-35.394203,me
-19.891832,35.548237,do
-14.012162,16.932686,manner
45.613483,-20.26581,needlework
9.676955,34.951122,observe
-3.9199235,-41.574535,turns
-5.5967307,-48.930084,lock
-19.275309,-53.932377,door
-30.500437,-21.360546,right
-21.982138,45.975006,comfort
-41.221985,-14.445013,somebody
-22.249922,-32.603615,about
-31.705427,-12.139827,goes
-10.822815,29.643959,hearing
-17.511084,35.255672,tell
-45.09622,27.173399,spared
-40.289455,17.43234,exertions
11.398675,32.755535,maintain
21.939802,-18.547838,flow
-39.088593,23.677067,ideas
-44.96613,38.44041,hoped
-10.726616,42.361164,help
-30.192327,29.52243,tolerably
-19.937582,-6.240925,attacked
-44.66051,26.396675,regrets
-5.7893295,-52.063183,table
-8.198257,-21.574465,placed
-49.493504,10.92512,visitor
-50.184505,-8.949546,immediately
-51.963943,2.4583724,afterwards
-13.693857,-22.932758,walked
-45.44103,23.002598,unnecessary
-58.912422,22.069633,mr_knightley
-28.830133,23.227734,sensible
70.121445,2.5183694,eight
69.65526,2.5612369,thirty
-39.50922,18.698324,intimate
-24.151789,11.67463,connected
-4.037398,36.493706,elder
54.019184,34.433247,brother
-37.180344,9.557988,frequent
-3.3671925,46.73277,welcome
-50.8788,3.886452,directly
-41.031933,18.851604,mutual
-37.191162,14.662228,connexions
18.85442,6.786256,returned
-31.409042,-9.025041,late
42.376698,15.347186,days
-47.02489,14.063724,absence
-45.195488,2.5314317,brunswick
14.642217,-44.770515,square
-51.21828,18.761469,circumstance
-34.426533,6.5978384,animated
-49.735672,17.6827,inquiries
46.362568,29.736628,answered
-53.942867,-3.8842692,gratefully
-30.882454,-1.4006408,observed
-29.183393,-17.944792,come
-9.624278,-41.449757,out
12.470482,46.168354,call
-10.057451,34.194355,afraid
-23.376266,26.919054,shocking
-37.888504,-17.489563,sir
-4.493385,-18.284597,beautiful
4.1919537,-34.919155,moonlight
11.406201,-17.493664,mild
3.1535838,35.8121,draw
-14.426835,-58.619316,back
32.230007,-14.658226,fire
-15.741221,-23.634274,found
3.639188,-10.305146,damp
-24.4304,-25.387661,dirty
-40.170208,-14.890861,catch
3.64116,-10.5023365,cold
-19.758377,-26.328138,look
-17.460382,-28.355394,shoes
-34.147675,-8.353313,quite
-22.829994,12.344878,surprising
17.197762,-31.017597,vast
-0.04494937,35.373753,deal
34.06043,-30.117935,rain
31.658257,-19.212234,rained
-23.441738,28.800978,dreadfully
-32.444485,-8.317969,hard
-55.438557,-15.656966,breakfast
-25.665642,42.610672,wanted
-36.14085,-11.376335,bye
13.009433,12.868456,joy
-30.617302,-5.488573,sort
-42.3453,21.962889,feeling
-28.839994,-24.212666,hurry
-20.886621,40.126232,hope
-12.8554735,-55.52897,went
-22.752491,40.147915,behave
-45.245678,-32.626106,cried
-37.02573,-18.616133,ah
-0.7420392,56.52848,tis
-21.604086,26.768908,business
-42.919075,-21.842817,mr
-25.33472,35.50506,miss_woodhouse
-14.1926365,46.30167,please
-25.777716,40.57305,possibly
-38.09813,-13.603759,.'
-41.546688,29.513617,regard
-31.732204,-12.121292,comes
-35.728386,35.95653,question
-47.08073,27.139166,dependence
-37.550907,18.106764,independence
-26.308252,11.579812,rate
-26.614042,46.238354,better
-22.091278,8.235499,especially
-11.619402,-1.0152341,those
-9.680658,-17.539742,fanciful
-28.997162,31.41867,troublesome
-5.7139797,7.22835,creature
-5.627211,-49.546368,head
-25.133595,33.029083,certainly
-21.500118,37.79507,believe
-43.939022,-34.390957,","""
-32.06632,-6.654776,sometimes
-9.8184805,48.804493,dearest
-36.08152,-14.250369,mean
-23.989944,36.408916,_you_
8.371783,-5.7973347,horrible
-22.92762,17.389204,idea
-37.622883,-18.109423,oh
-36.02334,40.958008,meant
-15.677194,37.0111,myself
-18.700455,18.770863,loves
-23.972046,26.234356,joke
-24.164532,-33.044495,another
-21.172337,13.81397,fact
10.63458,29.709846,faults
-6.6699176,30.595293,told
-31.104813,29.274279,agreeable
-7.372257,31.215519,knew
-24.620451,38.170856,suspect
-21.58907,34.213924,knows
-15.483643,38.49691,flatter
-46.67105,23.654203,reflection
-30.031757,-13.586243,has
-4.5192413,8.157596,persons
-14.6682205,7.3517513,chances
-24.99018,42.467396,willing
-17.967188,26.062517,let
47.8088,21.984903,pass
-43.730732,-33.38188,"--"""
12.251101,47.68921,hear
-27.802794,31.528513,behaved
-28.620937,-9.184646,punctual
-3.830723,-16.139038,looks
23.363958,-9.737809,tear
-6.841576,-35.92716,face
3.0917683,20.361143,seen
19.792168,1.578433,apart
6.111515,-25.292105,bears
-26.510761,33.59186,sorry
5.720397,38.23814,lose
-63.203976,16.35205,miss
-21.876589,34.297005,thinks
21.261189,6.5385213,turned
40.83052,9.666831,divided
10.583391,15.920482,tears
-41.95588,-5.948409,smiles
-9.418931,38.26055,should
17.158407,44.55384,acceptable
-22.211197,13.235141,important
-26.797565,15.220531,secure
-8.439754,19.70807,provision
38.282883,41.29249,therefore
-29.264845,40.591717,allow
6.6045194,18.705492,pain
-43.663593,5.2876897,happily
-1.0486547,26.236439,forgotten
-18.10101,33.71951,matter
-33.255398,0.54656786,considerable
71.126205,1.0561306,four
-26.423058,-4.880603,years_ago
-35.980183,38.72766,proved
-24.254753,44.075504,marry
-12.490983,-37.71102,shook
-8.432293,-1.2191784,fondly
-45.78933,-33.625996,replied
-17.903625,37.78107,matches
-20.668205,10.475501,whatever
10.331937,46.213604,pray
14.969415,29.460354,none
-28.200752,19.5145,greatest
-48.85468,23.104773,amusement
-46.225094,30.979168,success
-42.78214,37.31071,perfectly
-43.355244,5.6088705,constantly
-35.093227,4.460018,occupied
-14.030668,18.922153,either
-20.72805,28.03528,friends
-8.534199,-5.7125483,wherever
-19.817295,39.601368,need
-58.225487,6.8252444,spend
1.0657568,-14.90692,single
67.531975,11.436738,year
-6.593316,45.957867,alone
-24.716213,-3.907579,others
56.367455,26.349537,son
-45.464336,-22.483866,uncle
-32.75848,-26.672876,letting
30.360786,8.201277,solemn
-20.937979,33.546852,nonsense
-52.17823,21.930908,subject
-6.174849,32.945408,believed
-13.922694,10.750736,since
-55.88255,5.0240726,met
10.61739,-25.0215,broadway
-18.819178,-52.011745,lane
-15.3097315,-42.659203,began
5.8781505,-51.738644,darted
-44.029205,22.096745,gallantry
1.2633281,-9.698562,borrowed
-33.55625,-25.592451,farmer
-27.952108,-10.343682,planned
29.430748,36.724358,blessed
-30.759811,24.846872,instance
-12.582022,44.466072,leave
-27.93311,-2.38722,making
-21.77197,37.526867,understand
-45.928375,33.265594,endeavour
-31.9696,33.290627,properly
-42.8851,31.77345,endeavouring
4.484518,40.500797,bring
4.9777126,60.325336,worthy
-49.727646,15.26171,employment
23.78088,4.395151,young
-45.03611,-23.6362,lady
-24.058912,38.029396,imagine
51.12082,26.516079,saying
-24.148418,36.46196,yourself
-19.057972,35.613827,idle
-43.761604,-36.66956,",'"
-34.01771,-14.240593,why
-17.30608,32.66517,talk
-40.549934,28.021893,merit
1.7416916,24.4342,proud
-38.63017,-14.200059,guess
-23.500032,32.4223,_that_
-8.81966,39.90883,can
3.9945796,28.048546,known
-5.8029523,16.040998,triumph
-21.169083,38.890606,depend
-21.10298,11.107677,merely
-23.93478,29.386883,luck
-11.069554,8.913268,talent
40.732384,29.079515,word
-25.499954,34.516945,quarrel
-34.667645,27.6106,claim
8.210887,-24.023367,drawn
-2.218362,1.0239576,pictures
-30.582073,-38.59315,something
-18.872297,37.511127,nothing
-47.413803,14.321247,visits
2.4766498,29.480473,given
-15.298223,8.770008,matters
-34.379406,-9.725095,enough
-28.257687,35.860085,comprehend
-18.814657,-55.35755,open
-27.296555,23.583788,hearted
-25.337114,30.891148,weston
-27.647728,23.04359,unaffected
-3.303738,40.09447,safely
-21.331848,35.9424,manage
-31.276617,34.775494,likely
-13.298413,36.45768,harm
-27.838247,35.70465,interference
-39.329582,-29.553596,rejoined
20.016108,48.538734,understanding
-25.699871,26.776318,silly
28.521103,-7.3587227,break
-15.05282,-11.296543,circle
-58.997066,21.91107,mr_elton
-28.618458,-27.25989,",--"
-4.7036695,-4.445127,whole
-22.790976,-0.4639271,fitted
-54.123383,9.205458,comfortably
15.215313,32.28403,shame
-32.574028,-4.63022,longer
4.739691,-32.2912,joining
20.484001,-1.0712228,hands
-26.655094,-23.050919,same
-9.28531,16.92495,service
11.418401,44.98157,shew
-47.002037,19.918455,attention
-19.305819,40.92994,ask
-24.44119,33.89175,dare_say
-42.43952,-38.016464,laughing
-28.05193,41.822716,invite
5.4725103,-26.648062,fish
-29.318089,40.545887,chuse
70.8949,1.3331218,six
-14.443333,32.773907,care
-22.348286,-10.480652,ii
9.716643,-10.509583,native
9.737978,6.1970496,born
-31.96729,23.507172,respectable
34.7995,13.297656,generations
30.268772,-40.96812,rising
-35.764103,17.055904,property
-5.3379073,26.55694,received
-38.514843,22.4203,education
-41.763412,9.508434,succeeding
-16.291697,-19.254461,small
8.794674,15.6033,become
-1.7740756,-5.810878,homely
-35.012028,14.001643,pursuits
-2.806549,36.979156,brothers
-53.8731,8.995024,engaged
-29.726181,35.152008,satisfied
-38.25486,20.049965,active
-26.219412,10.346787,social
52.30967,-1.1281843,entering
-14.337242,-14.991043,county
-40.37603,-26.204836,captain
-21.330017,9.401468,general
-41.478916,7.9359865,favourite
-18.006071,-7.465436,military
-55.173462,16.395954,introduced
-61.270336,17.629908,churchill
-27.450615,-6.849442,yorkshire
22.220778,-6.9438643,fell
19.158283,46.383324,love
-27.126143,34.834957,surprized
-27.622173,-16.18215,except
2.08195,-7.078101,full
5.1805005,30.044178,pride
-33.999264,23.177387,importance
-34.716534,22.574438,connexion
-17.339602,44.616013,offend
12.627224,43.87302,command
-1.4026679,-33.03143,bore
-33.842976,20.220213,proportion
-36.119423,17.009108,estate
26.875727,2.5507932,took
7.742469,8.553706,infinite
-48.442486,22.27154,mortification
-63.22536,16.288044,mrs
-11.973556,-53.497765,threw
-8.371788,24.560753,due
-15.961659,16.119831,decorum
-38.213135,17.38273,produce
-24.423025,41.732506,ought
-4.95389,2.1965256,whose
-54.13339,27.815384,warm
34.35594,-16.28255,sweet
6.587834,39.19414,return
23.315264,46.131752,goodness
22.255213,34.07367,spirit
-50.059013,26.212074,resolution
8.316781,40.654606,pursue
2.3104458,26.093267,refrain
-35.83784,32.196037,unreasonable
19.224731,24.65987,anger
-18.569511,-9.054511,missing
-5.334096,21.712698,former
-36.485554,17.488804,income
-9.551355,-35.371353,still
-36.917095,20.774424,comparison
-56.345802,17.847797,enscombe
10.339838,38.825214,cease
-26.157604,-25.619688,once
-34.66085,26.170305,considered
-42.326923,11.653053,churchills
-24.48346,4.107916,amazing
-22.375288,27.98247,worst
-19.89842,21.331512,bargain
24.831594,9.94706,child
-37.427475,16.338827,expense
-42.220585,-0.5250712,relieved
-34.07703,-27.650942,boy
-32.497322,2.7873578,additional
6.3447914,-14.329589,lingering
-49.111954,17.154041,illness
-8.543739,23.603458,reconciliation
52.666912,21.743376,kindred
55.72472,-10.233711,offered
-8.482591,16.818098,charge
-55.63154,20.367233,frank
-42.741447,26.187689,scruples
-42.799206,26.051983,reluctance
-37.30351,37.030354,supposed
-44.582508,25.041647,overcome
-27.318274,12.286152,considerations
-5.518113,19.402557,wealth
12.838792,35.023804,seek
-36.92135,27.998457,improve
-18.923222,8.323037,complete
-1.7743644,24.106651,became
-31.65595,24.386513,desirable
-50.02054,10.050314,quitted
-14.557846,11.1388855,trade
24.940437,31.339115,established
-43.90882,23.47158,favourable
-18.69676,-55.826027,opening
-50.120686,25.850592,concern
-57.983356,6.376636,leisure
-43.440678,12.782536,occupation
-5.78012,19.294117,pleasures
70.3647,2.7735019,eighteen
-31.807861,-1.9316951,realised
-8.722682,19.220749,purchase
-10.048524,-22.186104,adjoining
-20.630114,30.088787,longed
16.725689,47.7771,according
-44.2599,28.006556,wishes
-28.038984,22.414368,friendly
-34.376015,39.41631,begun
-37.653454,24.784157,influence
-41.01545,16.190483,schemes
1.3200608,9.073639,youth
21.302275,-8.538299,shaken
-46.292156,11.623326,determination
-18.591461,-44.7635,settling
-22.374426,-4.310551,sale
-14.753023,-58.148575,forward
-15.716867,-49.69635,steadily
-7.3724246,11.181749,objects
-31.629105,5.8319206,view
-1.8431461,27.275677,accomplished
0.40913218,37.983818,bought
-5.5563464,26.385597,obtained
-17.722717,-0.8413381,beginning
-17.28436,-14.842249,new
-45.872047,30.088032,probability
-27.795694,47.127438,greater
-24.056065,28.733328,unhappy
-37.960403,4.5750594,secured
69.60654,12.959698,second
-22.03179,18.551413,delightful
-40.186996,25.175215,judging
-7.4993625,53.860195,truly
-35.397373,19.391401,proof
8.404809,44.625874,choose
24.880344,34.82591,chosen
-41.24657,27.938845,excite
-3.976663,9.382977,choice
-7.0832186,21.999418,heir
-12.875083,30.69057,assume
-15.871369,27.573824,unlikely
-50.90669,16.291826,assistance
-37.088413,21.368046,apprehension
-55.827717,14.408339,aunt
3.1016436,-1.8852662,capricious
-32.222836,28.465055,governed
-1.0270114,7.32788,nature
-18.726007,20.070284,caprice
